Rows,Cols,Energy,TOPS,Time,Power Density
48,36,8.03925e-14,4.00781e-01,1.99918e-04,3.22198e-02
48,40,8.20800e-14,4.45312e-01,1.79926e-04,3.65512e-02
48,44,8.37675e-14,4.89844e-01,1.63569e-04,4.10330e-02
48,48,8.54550e-14,5.34375e-01,1.49939e-04,4.56650e-02
48,52,8.71425e-14,5.78906e-01,1.38405e-04,5.04473e-02
48,56,8.88300e-14,6.23437e-01,1.28519e-04,5.53800e-02
48,60,9.05175e-14,6.67969e-01,1.19951e-04,6.04629e-02
48,64,9.22050e-14,7.12500e-01,1.12454e-04,6.56961e-02
48,68,9.38925e-14,7.57031e-01,1.05839e-04,7.10796e-02
48,72,9.55800e-14,8.01562e-01,9.99591e-05,7.66133e-02
48,76,9.72675e-14,8.46094e-01,9.46981e-05,8.22974e-02
48,80,9.89550e-14,8.90625e-01,8.99632e-05,8.81318e-02
48,84,1.00642e-13,9.35156e-01,8.56792e-05,9.41165e-02
48,88,1.02330e-13,9.79687e-01,8.17847e-05,1.00251e-01
48,92,1.04018e-13,1.02422e+00,7.82289e-05,1.06537e-01
48,96,1.05705e-13,1.06875e+00,7.49693e-05,1.12972e-01
48,100,1.07393e-13,1.11328e+00,7.19705e-05,1.19558e-01
48,104,1.09080e-13,1.15781e+00,6.92024e-05,1.26294e-01
48,108,1.10767e-13,1.20234e+00,6.66394e-05,1.33181e-01
48,112,1.12455e-13,1.24687e+00,6.42594e-05,1.40217e-01
48,116,1.14143e-13,1.29141e+00,6.20436e-05,1.47404e-01
48,120,1.15830e-13,1.33594e+00,5.99755e-05,1.54742e-01
48,124,1.17518e-13,1.38047e+00,5.80408e-05,1.62229e-01
48,128,1.19205e-13,1.42500e+00,5.62270e-05,1.69867e-01
